filename,R,G,B,H,S,V,contrast,correlation,energy,homogeneity,label
19255.jpg - Copy (4).jpeg,136.6477598852041,151.2469706632653,164.47052375637756,103.74426020408163,60.68014588647959,164.51516661352042,72.21032190903267,0.9933374911334759,0.018327017740088842,0.23934543241981757,segar
19255.jpg - Copy (5).jpeg,96.3463209502551,109.75711495535714,122.81401466836735,103.22120137117346,76.73754384566327,123.03459821428571,42.158692344650866,0.9942514609739251,0.019521227399193663,0.2919421929463406,segar
19255.jpg - Copy (6).jpeg,148.44722576530611,162.67042012117346,181.3356784119898,102.74202806122449,58.89805883290816,182.12810905612244,28.251141095451636,0.9967175882720798,0.022638478948002673,0.30844560664894355,segar
19255.jpg - Copy (7).jpeg,116.21859056122449,132.5295958227041,149.18203922193877,104.36491549744898,70.80064174107143,149.2578722895408,56.20425608584242,0.9923581212701718,0.01688254056898569,0.2361550418811077,segar
19255.jpg - Copy (8).jpeg,115.75269052933673,132.48624840561226,152.79191246811226,105.91495934311224,78.00332828443878,152.79191246811226,98.06442184497115,0.9883730994271597,0.01631139457729792,0.20446448215800467,segar
19255.jpg - Copy (9).jpeg,116.48670679209184,127.34542410714286,136.1668327487245,101.00886878188776,54.44939811862245,136.47500797193877,93.3731782511211,0.9893664027831254,0.02464192995340293,0.21830857759216027,segar
19256(1).jpg,114.17159598214286,134.2523118622449,147.81503109056123,83.57075095663265,71.8526387117347,150.92040019132654,37.19951153106983,0.9952701602454833,0.024439370543913364,0.32540795790480337,segar
19256-1(1).jpg,151.17051977040816,151.70766900510205,151.58163265306123,74.53637197066327,12.476143973214286,154.32969945790816,56.89624039077515,0.9920847601350736,0.01615394017236095,0.22327725971929097,segar
19256-1(10).jpg,198.4129264987245,195.87167171556123,179.07362085459184,28.836953922193878,27.381716358418366,199.00795200892858,28.78481342088405,0.9949405855436596,0.052121370279834614,0.45201917768956146,segar
19256-1(11).jpg,111.1519850127551,137.57631138392858,148.83635602678572,57.2587890625,90.73533163265306,158.28683035714286,8.398082158872517,0.9983235856964695,0.04923782228065509,0.5524727424181033,segar
